,Fall 12,Fall 15,Nov 17,Fall 09,Spr 99,Updated,Format,Dec 17,Fall 04,Fall 05,Spr 06,Hol 17,Fall 11,Fall 07,Mar 18,Spr 09,Population,Spr 05,Spr 17,Fall 99,Spr 13,Spr 16,Station URL,Spr 15,Spr 04,Black,Fall 13,Feb 18,Fall 10,Fall 01,Spr 14,Fall 03,State,Spr 01,Sum 17,Win 18,Win 04,Fall 06,Rank,Win 17,Spr 10,Sum 04,Fall 08,Jan 18,Spr 08,Fall 16,Hispanic,Owner,Spr 12,Spr 11,Spr 02,Spr 07,Fall 17,Fall 00,Fall 14,Station,Market Name,Twitter Handles,Followers Count,Friends Count,Listed Count,Created At,Favourites Count,Verified,Statuses Count
484,,,,,,1-26-2018,AC,,,,,,,,,,208700,,4.9,,,6.1,http://www.ocean1047.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,4.9,6100,Sandab,,,,,6.2,,,WOCN-FM,Cape Cod,['&text=Share%20Buttons%20Demo&via=sunnyismoi'],,,,,,,
485,,,,,,1-26-2018,Sports,,,,,,,,,,208700,,4.9,,,5.3,http://www.weei.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,4.9,6100,iHeartMedia,,,,,5,,,WEII-FM,Cape Cod,['WEEI'],137954,900,1728,2008-11-24 11:41:18,304,True,152392
486,,,,,,1-26-2018,Classic Hits,,,,,,,,,,208700,,4.6,,,4.9,http://www.cool102.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,4.6,6100,iHeartMedia,,,,,4.2,,,WCIB-FM,Cape Cod,['cool_102'],234,145,5,2013-04-05 21:18:53,57,False,8190
487,,,,,,1-26-2018,Classical,,,,,,,,,,208700,,4.2,,,4.9,http://www.wfcc.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,4.9,6100,Sandab,,,,,4.2,,,WFCC-FM,Cape Cod,[None],,,,,,,
488,,,,,,1-26-2018,Top 40/M,,,,,,,,,,208700,,4.2,,,3.4,http://www.y101.cc/,,,7000,,,,,,,MA,,,,,,195,,,,,,,3.4,6100,CodComm,,,,,4.2,,,WHYA-FM,Cape Cod,[None],,,,,,,
489,,,,,,1-26-2018,Rock,,,,,,,,,,208700,,4.9,,,4.2,http://www.pixy103.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,4.9,6100,CodComm,,,,,4.2,,,WPXC-FM,Cape Cod,[None],,,,,,,
490,,,,,,1-26-2018,Hot AC,,,,,,,,,,208700,,4.6,,,5.3,http://www.wqrc.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,5.3,6100,Sandab,,,,,3.8,,,WQRC-FM,Cape Cod,[None],,,,,,,
491,,,,,,1-26-2018,AC,,,,,,,,,,208700,,3,,,3.4,http://www.koffee987.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,3.4,6100,CodComm,,,,,3.1,,,WKFY-FM,Cape Cod,[None],,,,,,,
492,,,,,,1-26-2018,Country,,,,,,,,,,208700,,3.4,,,3.4,http://capecountry104.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,3.4,6100,Sandab,,,,,3.1,,,WKPE-FM,Cape Cod,['&text=Share%20Buttons%20Demo&via=sunnyismoi'],,,,,,,
493,,,,,,1-26-2018,Adult Hits,,,,,,,,,,208700,,2.3,,,1.1,http://www.frank935.com/,,,7000,,,,,,,MA,,,,,,195,,,,,,,1.1,6100,CodComm,,,,,2.3,,,WFRQ-FM,Cape Cod,[None],,,,,,,
494,5.2,,,,,1-27-2014,Active Rock,,,,,,,,,,64000,,,,5.1,,http://www.kted1005.com/,,,900,3.9,,,,,,WY,,,,,,500,,,,,,,,4100,Casper,6.7,,,,,,,KTED-FM,Casper,[None],,,,,,,
495,9.1,,,,,1-27-2014,Classic Hits,,,,,,,,,,64000,,,,6.4,,,,,900,3.9,,,,,,WY,,,,,,500,,,,,,,,4100,Casper,8,,,,,,,KZQL-FM,Casper,[None],,,,,,,
496,3.9,,,,,1-27-2014,Top 40/M,,,,,,,,,,64000,,,,2.6,,http://max925casper.com/,,,900,1.3,,,,,,WY,,,,,,500,,,,,,,,4100,Breck,4,,,,,,,KMXW-FM,Casper,[None],,,,,,,
497,,,,,,1-29-2018,Country,,,,,,,,,,190000,,9.4,,,9,http://www.khak.com/,,,10300,,,,,,,IA,,,,,,206,,,,,,,10.2,5300,Townsquare,,,,,12,,,KHAK-FM,Cedar Rapids,['981KHAK'],5167,1678,27,2011-03-11 23:17:16,278,False,14842
498,,,,,,1-29-2018,Top 40/M,,,,,,,,,,190000,,12,,,13.8,http://www.kzia.com/,,,10300,,,,,,,IA,,,,,,206,,,,,,,11.8,5300,KZIA Inc,,,,,9.9,,,KZIA-FM,Cedar Rapids,['z1029'],3068,248,32,2010-03-29 23:07:25,1777,False,10528
499,,,,,,1-29-2018,AC,,,,,,,,,,190000,,5.2,,,6.7,http://www.kdat.com/,,,10300,,,,,,,IA,,,,,,206,,,,,,,5.3,5300,Townsquare,,,,,7.3,,,KDAT-FM,Cedar Rapids,['1045KDAT'],1276,773,8,2011-03-26 15:33:33,641,False,9300
500,,,,,,1-29-2018,Talk,,,,,,,,,,190000,,5.8,,,5.7,http://www.wmtradio.com/,,,10300,,,,,,,IA,,,,,,206,,,,,,,6.4,5300,iHeartMedia,,,,,6.3,,,WMT-AM,Cedar Rapids,['600WMTAM'],1124,237,53,2009-08-24 01:32:06,476,False,20408
501,,,,,,1-29-2018,Active Rock,,,,,,,,,,190000,,5.2,,,5.2,http://www.rock108.com/,,,10300,,,,,,,IA,,,,,,206,,,,,,,5.9,5300,NRG Media,,,,,5.7,,,KFMW-FM,Cedar Rapids,['600WMTAM'],1124,237,53,2009-08-24 01:32:06,476,False,20408
502,,,,,,1-29-2018,Classic Rock,,,,,,,,,,190000,,5.8,,,7.1,http://www.thefox.net/,,,10300,,,,,,,IA,,,,,,206,,,,,,,4.3,5300,iHeartMedia,,,,,5.2,,,KKRQ-FM,Cedar Rapids,['1007TheFox'],427,631,4,2009-11-30 14:19:09,0,False,2584
