,Fall 12,Fall 15,Nov 17,Fall 09,Spr 99,Updated,Format,Dec 17,Fall 04,Fall 05,Spr 06,Hol 17,Fall 11,Fall 07,Mar 18,Spr 09,Population,Spr 05,Spr 17,Fall 99,Spr 13,Spr 16,Station URL,Spr 15,Spr 04,Black,Fall 13,Feb 18,Fall 10,Fall 01,Spr 14,Fall 03,State,Spr 01,Sum 17,Win 18,Win 04,Fall 06,Rank,Win 17,Spr 10,Sum 04,Fall 08,Jan 18,Spr 08,Fall 16,Hispanic,Owner,Spr 12,Spr 11,Spr 02,Spr 07,Fall 17,Fall 00,Fall 14,Station,Market Name,Twitter Handles,Followers Count,Friends Count,Listed Count,Created At,Favourites Count,Verified,Statuses Count
22,,,,,,1-24-2018,Urban AC,,,,,,,,,,131200,,3.7,,,2.9,http://www.wqvealbany.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,3,3900,Cumulus,,,,,3.8,,,WQVE-FM,Albany,[None],,,,,,,
23,,,,,,1-24-2018,Gospel,,,,,,,,,,131200,,3,,,3.5,http://www.wjyz.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,3.6,3900,iHeartMedia,,,,,3.2,,,WJYZ-AM,Albany,['wjyz'],180,87,6,2009-04-04 21:28:42,2,False,16727
24,,,,,,1-24-2018,Country,,,,,,,,,,131200,,3.7,,,3.5,http://www.kcountry104.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,3,3900,Cumulus,,,,,3.2,,,WKAK-FM,Albany,[None],,,,,,,
25,,,,,,1-24-2018,Top 40/M,,,,,,,,,,131200,,3,,,3.5,http://www.973hitmusicnow.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,3,3900,iHeartMedia,,,,,2.5,,,WGEX-FM,Albany,['power973fm'],319,149,19,2011-12-21 16:08:17,9,False,12202
26,,,,,,1-24-2018,AC,,,,,,,,,,131200,,3,,,1.2,http://www.mix1077albany.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,1.8,3900,Cumulus,,,,,1.9,,,WEGC-FM,Albany,[None],,,,,,,
27,,,,,,1-24-2018,N/T,,,,,,,,,,131200,,1.2,,,1.7,http://www.1590walg.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,2.4,3900,Cumulus,,,,,1.3,,,WALG-AM,Albany,[None],,,,,,,
28,,,,,,1-24-2018,Country,,,,,,,,,,131200,,0.6,,,0.6,http://www.1021nashicon.com/,,,68800,,,,,,,GA,,,,,,239,,,,,,,0.6,3900,Cumulus,,,,,0.6,,,WNUQ-FM,Albany,[None],,,,,,,
29,,,,,,4-26-2018,Country,,,,,,,,,,813000,,,,,,http://www.wgna.com/,,,66500,,,,,,,NY,,8.5,7.8,,,66,7.1,,,,,,,42400,Townsquare,,,,,7.1,,,WGNA-FM,Albany-Schenectady-Troy,['WGNAFM'],6930,286,95,2009-06-17 16:52:59,1499,True,13437
30,,,,,,4-26-2018,Classic Rock,,,,,,,,,,813000,,,,,,http://pyx106.iheart.com/,,,66500,,,,,,,NY,,8.1,7.4,,,66,5.5,,,,,,,42400,iHeartMedia,,,,,5.7,,,WPYX-FM,Albany-Schenectady-Troy,['PYX106'],3345,3007,55,2009-01-21 22:43:49,755,False,43036
31,,,,,,4-26-2018,Talk,,,,,,,,,,813000,,,,,,http://wgy.iheart.com/,,,66500,,,,,,,NY,,5,6.9,,,66,5.1,,,,,,,42400,iHeartMedia,,,,,7.1,,,WGY-AM,Albany-Schenectady-Troy,['810WGY'],2502,358,204,2008-09-10 19:54:30,134,False,62130
32,,,,,,4-26-2018,Top 40/M,,,,,,,,,,813000,,,,,,http://www.fly92.com/,,,66500,,,,,,,NY,,5.9,5.6,,,66,6,,,,,,,42400,Pamal,,,,,6,,,WFLY-FM,Albany-Schenectady-Troy,['fly923'],8630,359,137,2009-02-23 19:28:18,626,True,84019
33,,,,,,4-26-2018,AC,,,,,,,,,,813000,,,,,,http://www.b95.com/,,,66500,,,,,,,NY,,5.2,5,,,66,5,,,,,,,42400,Pamal,,,,,4.9,,,WYJB-FM,Albany-Schenectady-Troy,['B955'],682,450,13,2010-05-18 20:01:04,222,False,9754
34,,,,,,4-26-2018,Classic Hits,,,,,,,,,,813000,,,,,,http://983try.iheart.com/,,,66500,,,,,,,NY,,4,4.7,,,66,4.8,,,,,,,42400,iHeartMedia,,,,,4.4,,,WTRY-FM,Albany-Schenectady-Troy,['983TRY'],505,19,27,2009-01-28 11:44:13,4,False,23742
35,,,,,,4-26-2018,Hot AC,,,,,,,,,,813000,,,,,,http://995theriver.iheart.com/,,,66500,,,,,,,NY,,4.2,3.9,,,66,4,,,,,,,42400,iHeartMedia,,,,,4,,,WRVE-FM,Albany-Schenectady-Troy,['995theriver'],4754,878,104,2009-01-23 03:25:43,1337,False,32675
36,,,,,,4-26-2018,Oldies,,,,,,,,,,813000,,,,,,http://www.albanymagic.com/,,,66500,,,,,,,NY,,2.4,3.7,,,66,2.5,,,,,,,42400,Pamal,,,,,3.2,,,WROW-AM,Albany-Schenectady-Troy,[None],,,,,,,
37,,,,,,4-26-2018,Active Rock,,,,,,,,,,813000,,,,,,http://www.q103albany.com/,,,66500,,,,,,,NY,,2.1,3.5,,,66,2.7,,,,,,,42400,Townsquare,,,,,2.9,,,WQBK-FM,Albany-Schenectady-Troy,['q103albany'],3533,228,54,2009-03-12 17:28:23,360,False,19883
38,,,,,,4-26-2018,Top 40/R,,,,,,,,,,813000,,,,,,http://www.jamz963.com/,,,66500,,,,,,,NY,,3.1,2.6,,,66,2.5,,,,,,,42400,Pamal,,,,,2.8,,,WAJZ-FM,Albany-Schenectady-Troy,['jamz963'],3707,852,53,2008-05-18 23:26:19,814,False,67256
39,,,,,,4-26-2018,Top 40/M,,,,,,,,,,813000,,,,,,http://1023kissfm.iheart.com/,,,66500,,,,,,,NY,,3.1,2.5,,,66,2.5,,,,,,,42400,iHeartMedia,,,,,3.5,,,WKKF-FM,Albany-Schenectady-Troy,[None],,,,,,,
40,,,,,,4-26-2018,Country,,,,,,,,,,813000,,,,,,http://www.1009thecat.com/,,,66500,,,,,,,NY,,3,2.3,,,66,3,,,,,,,42400,Pamal,,,,,3.1,,,WKLI-FM,Albany-Schenectady-Troy,['100point9thecat'],1187,207,11,2013-09-19 21:30:20,926,False,1636
41,,,,,,4-26-2018,Urban,,,,,,,,,,813000,,,,,,http://hot991.com/,,,66500,,,,,,,NY,,1.9,2,,,66,3.3,,,,,,,42400,Townsquare,,,,,1.2,,,WQSH-FM HD2,Albany-Schenectady-Troy,['hot991albany'],16186,319,16,2012-03-09 16:28:28,59,False,8997
42,,,,,,4-26-2018,Adult Hits,,,,,,,,,,813000,,,,,,http://www.rewind1057.com/,,,66500,,,,,,,NY,,1.9,1.8,,,66,1.7,,,,,,,42400,Townsquare,,,,,1.1,,,WQSH-FM,Albany-Schenectady-Troy,['alt1057albany'],887,96,13,2010-12-28 18:15:26,61,False,7721
43,,,,,,4-26-2018,Sports,,,,,,,,,,813000,,,,,,http://www.wtmm.com/,,,66500,,,,,,,NY,,1.8,1.4,,,66,1.5,,,,,,,42400,Townsquare,,,,,2.1,,,WTMM-FM,Albany-Schenectady-Troy,['1045theteam'],3128,509,59,2010-10-28 17:35:47,671,False,32586
